identifier,matching_objects,image_thumb,image_small,object-type,title,"creator (Lastname, Firstname; Lastname, Firstname)","recipient (Lastname, Firstname; Lastname, Firstname)",date (yyyy-mm-dd or yyyy-mm or yyyy),"date is approximate? (yes, or blank)",description (1-3 sentences),"subject (subject1; subject2)
in most cases, aim for 3 or more subjects, but less is okay
controlled vocab lookup: https://www.getty.edu/research/tools/vocabularies/aat/","associated names (Lastname, Firstname; Lastname, Firstname)","location 1 (City, State)","latitude / longitude 1 (lat, long)
go to https://www.google.com/maps/, right click on the location, click on the lat/long that appear at the top of the drop down (this will copy the lat/long to your clipboard). right click in the cell you wish to add the data, select ""paste special"" > ""values only.""","location 2 (City, State)","latitude / longitude 2 (lat, long)
go to https://www.google.com/maps/, right click on the location, click on the lat/long that appear at the top of the drop down (this will copy the lat/long to your clipboard). right click in the cell you wish to add the data, select ""paste special"" > ""values only.""","doc length x width l""xw""",cabinet,drawer,box,bag,"type (biface, projectile point, etc.)",material,material source,length (mm),width (mm),thickness (mm),weight (g),count,source,"original format (i.e. letter, newspaper clipping, artifact, etc.)",type,"language
code lookup: http://www.loc.gov/standards/iso639-2/php/code_list.php",rights (before 1926 = no copyright; after 1926 or not sure = in copyright),student initials,"publish? (no, or blank)","GGOI? (yes, or blank"
CE_B6_F1-Item44,CE_B6_F1-Item44.pdf,thumbs/ce_b6_f1-item44_th.jpg,small/ce_b6_f1-item44_sm.jpg,pdf,Letter from Wendy Kerbs to Donald Crabtree,"Kerbs, Wendy","Crabtree, Donald ""Don"" E.",1973-01-24,,Typewritten letter from Wendy Kerbs where she sent Crabtree any correspondence related to the field schools from 1969-1972. She also addressed some issues she was having regarding her work and to clear up any confusion on what she does and does not do. Is exact copy of CE_B6_F1-Item43,professional correspondence; field school; paper; typewritten,"Swanson, Earl; Lieban; Cornell; Pavesic, Max; Lucille","Pocatello, Idaho","42.86203401163714, -112.4589317480856","Kimberly, Idaho","42.5335805982885, -114.36611902175405",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Typewritten correspondence,Text,eng,No Copyright,JH,no,
CE_B6_F1-Item64,CE_B6_F1-Item64.pdf,thumbs/ce_b6_f1-item64_th.jpg,small/ce_b6_f1-item64_sm.jpg,pdf,Letter from Ed Klinsky to Donald Crabtree,"Klinsky, Ed","Crabtree, Donald ""Don"" E.",1970-06-16,,Typewritten letter from Ed Klinsky to Donald Crabtree after he had heard the news about Evelyn's cancer. He detailed his late wife's battle with cancer and told Crabtree that the situations were different so there was no need to dwell on his own situation.,personal correspondence; health; cancer; typewritten,"Crabtree, Evelyn; Klinsky, Connie","Tucson, Arizona","32.22672585916912, -110.97994490597905","Blackfoot, Idaho","43.19033850931899, -112.34164286422453",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Typewritten correspondence,Text,eng,No Copyright,JH,no,
CE_B6_F3-Item37,CE_B6_F3-Item37.pdf,thumbs/ce_b6_f3-item37_th.jpg,small/ce_b6_f3-item37_sm.jpg,pdf,Card and Paper from Ruthann Knudson to Donald Crabtree,"Knudson, Ruthann","Crabtree, Donald ""Don"" E.",1975-12-25,,Typewritten card from Ruthann Knudson to Donald Crabtree wherein she updated him on her past year. She also attached her paper on Lithic Resource Identification and Description.,personal correspondence; card; artifact analysis; travel; conferencess; paper; typewritten,"Crabtree, Donald;","Moscow, Idaho","46.733126893647, -116.99848017197414",,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Typewritten correspondence,Text,eng,In Copyright,JH,no,
CE_B6_F3-Item49,CE_B6_F3-Item49.pdf,thumbs/ce_b6_f3-item49_th.jpg,small/ce_b6_f3-item49_sm.jpg,pdf,Abstract for Alice in Wonderland: The Experiments and Education of an Archaeological Non-Chemist in the World of Non-Obsidian Lithic Trace-Element Analysis,"Knudson, Ruthann",N/A,N/A,,Typewritten abstract for Ruthann Knudson's paper that she was planning to present at the Society of American Archaeology 43rd Annual Meeting.,professional correspondence; abstract; paper; research; lithics; typewritten,,"Moscow, Idaho","46.733126893647, -116.99848017197414",,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Abstract,Text,eng,In Copyright,JH,no,
CE_B6_F3-Item52,CE_B6_F3-Item52.pdf,thumbs/ce_b6_f3-item52_th.jpg,small/ce_b6_f3-item52_sm.jpg,pdf,Drawing of various folsom points,"Knudson, Ruthann",N/A,1905-05-30,,Card of various drawn folsom points drawn by Ruthann Knudson in 1977.,illustration; Folsom points; art,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Drawing,Image;StillImage,eng,In Copyright,JH,no,
CE_B6_F3-Item54,CE_B6_F3-Item54.pdf,thumbs/ce_b6_f3-item54_th.jpg,small/ce_b6_f3-item54_sm.jpg,pdf,Letter from Ruthann Knudson to Donald Crabtree,"Knudson, Ruthann","Crabtree, Donald ""Don"" E.",1978-03-15,,"Typewritten letter from Ruthann Knudson where she updated Crabtree on her trip, gave him information about drafting up a will, and asked for his help with some legislation.",professional correspondence; last will and testament; legislation; scholarship; vacation; travel; typewritten,"Titmus, Wilma; Titmus Gene; Kilsgaard, Karl; Church; McClure","Moscow, Idaho","46.733126893647, -116.99848017197414",N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Typewritten correspondence,Text,eng,No Copyright,JH,no,
CE_B6_F3-Item64,CE_B6_F3-Item64.pdf,thumbs/ce_b6_f3-item64_th.jpg,small/ce_b6_f3-item64_sm.jpg,pdf,Letter from Donald Crabtree to Ruthann Knudson,"Crabtree, Donald ""Don"" E.","Knudson, Ruthann",1980-05-10,,Typewritten letter from Donald Crabtree to Ruthann Knudson regarding the estimated value of part of his collection.,professional correspondence; health; typewritten,"Owens, Warren;","Kimberly, Idaho","42.5335805982885, -114.36611902175405","Moscow, Idaho","46.733126893647, -116.99848017197414",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Typewritten correspondence,Text,eng,No Copyright,JH,no,
CE_B6_F4-Item66,CE_B6_F4-Item66.pdf,thumbs/ce_b6_f4-item66_th.jpg,small/ce_b6_f4-item66_sm.jpg,pdf,Letter from Donald Crabtree to Jose Lorenzo,"Crabtree, Donald ""Don"" E.","Lorenzo, Jose L.",1970-10-01,,"Typewritten letter from Donald Crabtree to Jose Lorenzo with updates on his life, work, and Evelyn's health.",personal correspondence; health; cancer; typewritten,"Crabtree, Evelyn; Bordes, Francois; Tixier, Jacques; Swanson, Earl;","Kimberly, Idaho","42.5335805982885, -114.36611902175405","Mexico City, CDMX, Mexico","19.432127274053347, -99.14087676509743",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Typewritten correspondence,Text,eng,No Copyright,JH,no,
CE_B6_F4-Item70,CE_B6_F4-Item70.pdf,thumbs/ce_b6_f4-item70_th.jpg,small/ce_b6_f4-item70_sm.jpg,pdf,Letter from Donald Crabtree to Jose Lorenzo,"Crabtree, Donald ""Don"" E.","Lorenzo, Jose L.",1972-12-05,,Typewritten letter from Donald Crabtree to Jose Lorenzo wherein he turned down the request to work with him and Lorena in Mexico on account of his health. He recommended B. Robert Butler in his place.,professional correspondence; health; work; Mexico; typewritten,"Lorena; Butler, B. Robert; Bordes, Francois","Kimberly, Idaho","42.5335805982885, -114.36611902175405","Mexico City, CDMX, Mexico","19.432127274053347, -99.14087676509743",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Typewritten correspondence,Text,eng,No Copyright,JH,no,
CE_B7_F2-Item148,CE_B7_F2-Item148.pdf,thumbs/ce_b7_f2-item148_th.jpg,small/ce_b7_f2-item148_sm.jpg,pdf,Letter from Dan F. Morse to Don Crabtree,"Morse, Dan F.","Crabtree, Donald ""Don"" E.",1973-12-03,,"Letter from Dan F. Morse to Don Crabtree discussing Hopewell blades and the interesting phenomena of them being ground at the platform, among other common features. Also enclosed is a report on the area and its lithic tool patterns.",blade; stone tools,"Crabtree, Donald ""Don"" E.; Morse, Dan F.; Swanson, Earl","Jonesboro, Arkansas","Kimberly, Idaho","35.84330787443095, -90.67437610240883","42.53413793630222, -114.36351610797904",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,letter,Text,eng,In Copyright,sj,no,
CE_B7_F3-Item5,CE_B7_F3-Item5.pdf,thumbs/ce_b7_f3-item5_th.jpg,small/ce_b7_f3-item5_sm.jpg,pdf,Letter from Richard S. MacNeish to Don Crabtree,"MacNeish, Richard S.","Crabtree, Donald ""Don"" E.",1980-07-03,,Letter from Richard S. MacNeish to Don Crabtree asking for contribution to a legal investigation of Phillips Academy's violation of terms of a deed that founded the Robert S. Peabody Foundation for Archaeology.,legal action,"Crabtree, Donald ""Don"" E.; MacNeish, Richard S.","Andover, Massachusetts","Kimberly, Idaho","42.64729963425285, -71.13202210945903","42.53413793630222, -114.36351610797904",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,letter,Text,eng,In Copyright,sj,no,
CE_B7_F3-Item6,CE_B7_F3-Item6.pdf,thumbs/ce_b7_f3-item6_th.jpg,small/ce_b7_f3-item6_sm.jpg,pdf,"Letter from Don Crabtree to Richard ""Scotty"" S. MacNeish","Crabtree, Donald ""Don"" E.","MacNeish, Richard ""Scotty"" S.",1980-08-17,,"Letter from Don Crabtree to Richard ""Scotty"" S. MacNeish regarding legal action taking place in the Peabody Foundation.",legal action; grants; health; surgery; illness,"Crabtree, Donald ""Don"" E.; MacNeish, Richard S.","Kimberly, Idaho","Andover, Massachusetts","42.53413793630222, -114.36351610797904","42.64729963425285, -71.13202210945903",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,letter,Text,eng,In Copyright,sj,no,
CE_B7_F4-Item11,CE_B7_F4-Item11.pdf,thumbs/ce_b7_f4-item11_th.jpg,small/ce_b7_f4-item11_sm.jpg,pdf,Letter from Guy R. Moto to Don and Evelyn Crabtree,"Moto, Guy R.","Crabtree, Donald ""Don"" E.; Crabtree, Evelyn",1905-05-25,yes,Letter from Guy R. Moto to Don and Evelyn Crabtree asking about their recent travelling and health updates. He writes that his thesis topic on the Snake River levallois technique has been accepted and that his quarrel with Sollberger has cooled down.,travel; health; levallois; cores; flakes; Tebiwa; film (material by form); experimental archaeology; lithic technology; field school; controversy; masters theses,"Crabtree, Donald ""Don"" E.; Moto, Guy R.; Crabtree, Evelyn; Green, Pat; Knudson, Ruthann; Daugherty, Richard; Irwin, Henry; Bordes, Francois; Tringham, Ruth","Pullman, Washington","Kimberly, Idaho","46.73190777177228, -117.15424428783122","42.53413793630222, -114.36351610797904",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,letter,Text,eng,In Copyright,sj,no,
CE_B7_F4-Item12,CE_B7_F4-Item12.pdf,thumbs/ce_b7_f4-item12_th.jpg,small/ce_b7_f4-item12_sm.jpg,pdf,Letter from Guy R. Moto to Don and Evelyn Crabtree,"Moto, Guy R.","Crabtree, Donald ""Don"" E.; Crabtree, Evelyn",1973-04-08,,Letter from Guy R. Moto to Don and Evelyn Crabtree regarding Earl Swanson leaving Idaho State University and other recent happenings.,controversy; quarry; field school; levallois; symposium; masters theses,"Crabtree, Donald ""Don"" E.; Moto, Guy R.; Crabtree, Evelyn; Swanson, Earl H.; Gould, Dick; Bordes, Francois; Tixier, Jacques","Pullman, Washington","Kimberly, Idaho","46.73190777177228, -117.15424428783122","42.53413793630222, -114.36351610797904",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,letter,Text,eng,In Copyright,sj,no,
CE_B7_F4-Item13,CE_B7_F4-Item13.pdf,thumbs/ce_b7_f4-item13_th.jpg,small/ce_b7_f4-item13_sm.jpg,pdf,Letter from Guy R. Moto to Don and Evelyn Crabtree,"Moto, Guy R.","Crabtree, Donald ""Don"" E.; Crabtree, Evelyn",1905-05-26,yes,"Letter from Guy R. Moto to Don and Evelyn Crabtree regarding his eventful summer, including a less than ideal excavation and his struggle keeping his newsletter afloat.",controversy; excavation (sites); masters theses; levallois; Newsletter of Lithic Technology; travel,"Crabtree, Donald ""Don"" E.; Moto, Guy R.; Crabtree, Evelyn; Swanson, Earl H.; Irwin, Henry; Moto, Lee; Bordes, Francois; Tixier, Jacques; Wormington, Marie","Pullman, Washington","Kimberly, Idaho","46.73190777177228, -117.15424428783122","42.53413793630222, -114.36351610797904",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,letter,Text,eng,In Copyright,sj,no,
CE_B81_F32-Item3,CE_B81_F32-Item3.jpg,thumbs/ce_b81_f32-item3_th.jpg,small/ce_b81_f32-item3_sm.jpg,jpg,Evelyn Crabtree standing next to a statue,N/A,N/A,N/A,N/A,A photographic slide of Evelyn Crabtree standing next to a statue of a Native American man outside a storefront.,storefronts; architectural sculptures,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,slide,Image;StillImage,eng,No Copyright,CD,no,
CE_B81_F32-Item4,CE_B81_F32-Item4.jpg,thumbs/ce_b81_f32-item4_th.jpg,small/ce_b81_f32-item4_sm.jpg,jpg,Donald Crabtree standing next to a statue of a Native American person,N/A,N/A,N/A,N/A,A photographic slide of Donald Crabtree standing next to a statue of a Native American man outside a storefront. He is standing in front of a coke machine.,storefronts; architectural sculptures,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,slide,Image;StillImage,eng,No Copyright,CD,no,
CE_B83_F2-Item3-001,CE_B83_F2-Item3-001.jpg,thumbs/ce_b83_f2-item3-001_th.jpg,small/ce_b83_f2-item3-001_sm.jpg,jpg,Photos of Donald E. Crabtree explicitly posing with statues,N/A,N/A,N/A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,negative,Image;StillImage,eng,No Copyright,JH,no,
CE_CA_D1_2404_model,CE_CA_D1_2404_model.jpg,thumbs/ce_ca_d1_2404_model_th.jpg,small/ce_ca_d1_2404_model_sm.jpg,3D,Ce.2404 Model,Indigenous,N/A,N/A,N/A,Received early 1973. Sent from Richard Gould while he was at the University of Hawaii.Basalt adze. Mauna Kea adze quarry. Associated w/Ce 2389.,artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,A,1,N/A,N/A,,basalt,N/A,153.69,52.23,32.35,405.2,1,Donald E. Crabtree Lithic Comparative Collection,artifact,InteractiveResource;3DObject,,,AF,no,
CE_CA_D1_2404_model,CE_CA_D1_2404_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D1_2404_model,CE_CA_D1_2404_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D1_2404_model,CE_CA_D1_2404_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D1_2404_model,CE_CA_D1_2404_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D1_38_model,CE_CA_D1_38_model.jpg,thumbs/ce_ca_d1_38_model_th.jpg,small/ce_ca_d1_38_model_sm.jpg,3D,Ce.38 Model,Indigenous,N/A,N/A,N/A,Mesoamerican,artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,A,1,N/A,N/A,figurine,jadeite?,N/A,177.25,70.17,27.99,369.4,1,Donald E. Crabtree Lithic Comparative Collection,artifact,InteractiveResource;3DObject,,,AF,no,
CE_CA_D1_38_model,CE_CA_D1_38_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D1_38_model,CE_CA_D1_38_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D1_38_model,CE_CA_D1_38_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D1_38_model,CE_CA_D1_38_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D1_6557_model,CE_CA_D1_6557_model.jpg,thumbs/ce_ca_d1_6557_model_th.jpg,small/ce_ca_d1_6557_model_sm.jpg,3D,Ce.6557 Model,Indigenous,N/A,N/A,N/A,alternate/opposite flaking on margins,artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,A,1,N/A,N/A,,flint,N/A,148.94,37.78,11.11,53.0,1,Donald E. Crabtree Lithic Comparative Collection,artifact,InteractiveResource;3DObject,,,AF,no,
CE_CA_D1_6557_model,CE_CA_D1_6557_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D1_6557_model,CE_CA_D1_6557_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D1_6557_model,CE_CA_D1_6557_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D1_6557_model,CE_CA_D1_6557_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1167_model,CE_CA_D2_1167_model.jpg,thumbs/ce_ca_d2_1167_model_th.jpg,small/ce_ca_d2_1167_model_sm.jpg,3D,Ce.1167 Model,Indigenous,N/A,N/A,N/A,Complete flint Scandinavian adze. Made by an unknown Indigenous maker.,artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,A,2,N/A,N/A,adze,flint,Scandinavia,77.37,37.98,14.53,58.2,1,Donald E. Crabtree Lithic Comparative Collection,artifact,InteractiveResource;3DObject,,,CD,no,
CE_CA_D2_1167_model,CE_CA_D2_1167_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1167_model,CE_CA_D2_1167_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1167_model,CE_CA_D2_1167_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1167_model,CE_CA_D2_1167_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1168_model,CE_CA_D2_1168_model.jpg,thumbs/ce_ca_d2_1168_model_th.jpg,small/ce_ca_d2_1168_model_sm.jpg,3D,Ce.1168 Model,Indigenous,N/A,N/A,N/A,Broken flint Scandinavian adze. Made by an unknown Indigenous maker.,artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,A,2,N/A,N/A,adze,flint,Scandinavia,188.69,57.28,35.29,,1,Donald E. Crabtree Lithic Comparative Collection,artifact,InteractiveResource;3DObject,,,CD,no,
CE_CA_D2_1168_model,CE_CA_D2_1168_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1168_model,CE_CA_D2_1168_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1168_model,CE_CA_D2_1168_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1168_model,CE_CA_D2_1168_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1172_model,CE_CA_D2_1172_model.jpg,thumbs/ce_ca_d2_1172_model_th.jpg,small/ce_ca_d2_1172_model_sm.jpg,3D,Ce.1172 Model,Indigenous,N/A,N/A,N/A,,artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,A,2,N/A,N/A,spear point,flint,Scandinavia,80.55,30.74,9.92,27.2,,Donald E. Crabtree Lithic Comparative Collection,artifact,InteractiveResource;3DObject,,,CD,no,
CE_CA_D2_1172_model,CE_CA_D2_1172_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1172_model,CE_CA_D2_1172_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1172_model,CE_CA_D2_1172_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1172_model,CE_CA_D2_1172_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1176_model,CE_CA_D2_1176_model.jpg,thumbs/ce_ca_d2_1176_model_th.jpg,small/ce_ca_d2_1176_model_sm.jpg,3D,Ce.1176 Model,Indigenous,N/A,N/A,N/A,"Prismatic obsidian core with ground platform Teotihuacan, Mexico. Made by an unknown Indigenous maker.",artifacts; lithics,,N/A,N/A,N/A,N/A,N/A,A,2,N/A,N/A,core,obsidian,Mexico,82.24,23.65,22.51,44.3,1,Donald E. Crabtree Lithic Comparative Collection,artifact,InteractiveResource;3DObject,,,AF,no,"yes"
CE_CA_D2_1176_model,CE_CA_D2_1176_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1176_model,CE_CA_D2_1176_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1176_model,CE_CA_D2_1176_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1176_model,CE_CA_D2_1176_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1186_model,CE_CA_D2_1186_model.jpg,thumbs/ce_ca_d2_1186_model_th.jpg,small/ce_ca_d2_1186_model_sm.jpg,3D,Ce.1186,Indigenous,N/A,1930-1942,yes,"pressure flaked, Kimberly point, See file for a Certificate of Authenticity and a photocopy of a 1977 letter from the Kalumburu Mission, testifying that the spearhead was made by a primitive aborigine - not less than 35 years ago; found in North West Australia",artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,A,2,N/A,N/A,spear head,glass/porcelain,N/A,52.03,18.94,6.72,4.8,1,Donald E. Crabtree Lithic Comparative Collection,artifact,InteractiveResource;3DObject,,,AF,no,"yes"
CE_CA_D2_1186_model,CE_CA_D2_1186_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1186_model,CE_CA_D2_1186_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1186_model,CE_CA_D2_1186_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1186_model,CE_CA_D2_1186_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1396_model,CE_CA_D2_1396_model.jpg,thumbs/ce_ca_d2_1396_model_th.jpg,small/ce_ca_d2_1396_model_sm.jpg,3D,Ce.1396 Model,Indigenous,N/A,N/A,N/A,percussion,artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,A,2,N/A,N/A,blade,flint,N/A,133.34,32.80,10.13,35.4,1,Donald E. Crabtree Lithic Comparative Collection,artifact,InteractiveResource;3DObject,,,AF,no,
CE_CA_D2_1396_model,CE_CA_D2_1396_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1396_model,CE_CA_D2_1396_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1396_model,CE_CA_D2_1396_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1396_model,CE_CA_D2_1396_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1398_model,CE_CA_D2_1398_model.jpg,thumbs/ce_ca_d2_1398_model_th.jpg,small/ce_ca_d2_1398_model_sm.jpg,3D,Ce.1398 Model,Indigenous,N/A,N/A,N/A,Complete flint Scandinavian blade. Shows wear on margins. Some patination noted. Made by an unknown Indigenous maker.,artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,A,2,N/A,N/A,blade,flint,N/A,112.35,18.96,8.36,16.8,1,Donald E. Crabtree Lithic Comparative Collection,artifact,InteractiveResource;3DObject,,,AF,no,
CE_CA_D2_1398_model,CE_CA_D2_1398_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1398_model,CE_CA_D2_1398_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1398_model,CE_CA_D2_1398_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1398_model,CE_CA_D2_1398_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1399_model,CE_CA_D2_1399_model.jpg,thumbs/ce_ca_d2_1399_model_th.jpg,small/ce_ca_d2_1399_model_sm.jpg,3D,Ce.1399 Model,Indigenous,N/A,N/A,N/A,Near complete flint Scandinavian dagger from Denmark. Square handle with damaged distal end. Made by an unknown Indigenous maker.,artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,A,2,N/A,N/A,dagger,flint,Scandinavia,138.90,26.04,19.45,63.3,1,Donald E. Crabtree Lithic Comparative Collection,artifact,InteractiveResource;3DObject,,,AF,no,
CE_CA_D2_1399_model,CE_CA_D2_1399_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1399_model,CE_CA_D2_1399_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1399_model,CE_CA_D2_1399_model.stl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1399_model,CE_CA_D2_1399_model.x3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1400_model,CE_CA_D2_1400_model.jpg,thumbs/ce_ca_d2_1400_model_th.jpg,small/ce_ca_d2_1400_model_sm.jpg,3D,Ce.1400 Model,Indigenous,N/A,N/A,N/A,Adze resharpening flake from Belize made using the orange peel method. Probably dates to the middle-preclassic (ca. 1200-400 BP).,artifacts; lithics,N/A,N/A,N/A,N/A,N/A,N/A,A,2,N/A,N/A,debitage,flint,N/A,77.07,30.70,14.83,28.7,1,Donald E. Crabtree Lithic Comparative Collection,artifact,InteractiveResource;3DObject,,,AF,no,
CE_CA_D2_1400_model,CE_CA_D2_1400_model.mtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE_CA_D2_1400_model,CE_CA_D2_1400_model.obj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
