objectid,parentid,title,creator,date,date_archival,date_is_approximate,description,subject,recipient,associated_names,location,latitude,longitude,location_2,latitude_2,longitude_2,identifier,doc_length,source,language,rights,rightsstatement,student_initials,publish,original_format,type,format,object_comments,group,display_template,filename,object_location,image_small,image_thumb,extension,box_num,folder_num,id_num
ce_b77_f4-item22-002,,The back of a printed picture,,,,,"The back of a printed picture labelled ""?33B"".",vacation,,,,,,,,,CE_B77_F4-Item22-002,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B77_F4-Item22-002.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B77_F4-Item22-002.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b77_f4-item22-002_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b77_f4-item22-002_th.jpg,jpg,B77,F4,F4-Item22-002
ce_b77_f4-item23-001,,"A top-down geographical map of an island marked with pins, displayed next to lithic artifacts",,,,,"A printed picture of a top-down geographical map of an island marked with pins, displayed next to lithic artifacts.",lithic technology; stone tools,,,,,,,,,CE_B77_F4-Item23-001,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B77_F4-Item23-001.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B77_F4-Item23-001.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b77_f4-item23-001_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b77_f4-item23-001_th.jpg,jpg,B77,F4,F4-Item23-001
ce_b77_f4-item23-002,,The back of a printed picture,,,,,"The back of a printed picture labelled ""745?"".",lithic technology; stone tools,,,,,,,,,CE_B77_F4-Item23-002,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B77_F4-Item23-002.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B77_F4-Item23-002.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b77_f4-item23-002_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b77_f4-item23-002_th.jpg,jpg,B77,F4,F4-Item23-002
ce_b77_f4-item24-001,,A lithic point resting on a piece of clay [01],,,,,A printed picture of a lithic point resting on a piece of clay.,lithic technology; stone tools,,,,,,,,,CE_B77_F4-Item24-001,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B77_F4-Item24-001.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B77_F4-Item24-001.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b77_f4-item24-001_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b77_f4-item24-001_th.jpg,jpg,B77,F4,F4-Item24-001
ce_b77_f4-item24-002,,The back of a printed picture,,,,,"The back of a printed picture labelled ""?33B"".",lithic technology; stone tools,,,,,,,,,CE_B77_F4-Item24-002,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B77_F4-Item24-002.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B77_F4-Item24-002.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b77_f4-item24-002_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b77_f4-item24-002_th.jpg,jpg,B77,F4,F4-Item24-002
ce_b77_f4-item25-001,,A lithic point resting on a piece of clay [02],,,,,A printed picture of a lithic point resting on a piece of clay.,lithic technology; stone tools,,,,,,,,,CE_B77_F4-Item25-001,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B77_F4-Item25-001.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B77_F4-Item25-001.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b77_f4-item25-001_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b77_f4-item25-001_th.jpg,jpg,B77,F4,F4-Item25-001
ce_b77_f4-item25-002,,The back of a printed picture,,,,,"The back of a printed picture labelled ""?33B"".",lithic technology; stone tools,,,,,,,,,CE_B77_F4-Item25-002,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B77_F4-Item25-002.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B77_F4-Item25-002.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b77_f4-item25-002_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b77_f4-item25-002_th.jpg,jpg,B77,F4,F4-Item25-002
ce_b77_f4-item3-001,,A piece of lithic material next to a scale,,,,,A printed picture of a piece of lithic material next to a scale.,lithic technology; stone tools,,,,,,,,,CE_B77_F4-Item3-001,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B77_F4-Item3-001.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B77_F4-Item3-001.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b77_f4-item3-001_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b77_f4-item3-001_th.jpg,jpg,B77,F4,F4-Item3-001
ce_b77_f4-item3-002,,The back of a printed picture,,,,,"The back of a printed picture labelled ""123E"".",lithic technology; stone tools,,,,,,,,,CE_B77_F4-Item3-002,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B77_F4-Item3-002.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B77_F4-Item3-002.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b77_f4-item3-002_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b77_f4-item3-002_th.jpg,jpg,B77,F4,F4-Item3-002
ce_b77_f4-item4-001,,A series of faces carved from lithic materials,,,,,A printed picture of a series of faces carved from lithic materials,lithic technology; stone tools,,,,,,,,,CE_B77_F4-Item4-001,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B77_F4-Item4-001.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B77_F4-Item4-001.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b77_f4-item4-001_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b77_f4-item4-001_th.jpg,jpg,B77,F4,F4-Item4-001
ce_b77_f4-item4-002,,The back of a printed picture,,,,,"The back of a printed picture labelled ""160?"".",lithic technology; stone tools,,,,,,,,,CE_B77_F4-Item4-002,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B77_F4-Item4-002.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B77_F4-Item4-002.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b77_f4-item4-002_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b77_f4-item4-002_th.jpg,jpg,B77,F4,F4-Item4-002
ce_b77_f4-item5-001,,A Mayan stone carving of a bird,,,,,A printed picture of a Mayan stone carving of a bird.,Maya (culture or style),,,,,,,,,CE_B77_F4-Item5-001,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B77_F4-Item5-001.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B77_F4-Item5-001.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b77_f4-item5-001_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b77_f4-item5-001_th.jpg,jpg,B77,F4,F4-Item5-001
ce_b77_f4-item5-002,,The back of a printed picture,,,,,"The back of a printed picture labelled ""888"".",Maya (culture or style),,,,,,,,,CE_B77_F4-Item5-002,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B77_F4-Item5-002.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B77_F4-Item5-002.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b77_f4-item5-002_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b77_f4-item5-002_th.jpg,jpg,B77,F4,F4-Item5-002
ce_b77_f4-item6-001,,Shards of Mayan stone pottery depicting reliefs of people [01],,,,,A printed picture of shards of Mayan stone pottery depicting reliefs of people.,Maya (culture or style),,,,,,,,,CE_B77_F4-Item6-001,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B77_F4-Item6-001.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B77_F4-Item6-001.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b77_f4-item6-001_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b77_f4-item6-001_th.jpg,jpg,B77,F4,F4-Item6-001
ce_b77_f4-item6-002,,The back of a printed picture,,,,,"The back of a printed picture labelled ""888"".",Maya (culture or style),,,,,,,,,CE_B77_F4-Item6-002,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B77_F4-Item6-002.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B77_F4-Item6-002.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b77_f4-item6-002_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b77_f4-item6-002_th.jpg,jpg,B77,F4,F4-Item6-002
ce_b77_f4-item7-001,,Shards of Mayan stone pottery depicting reliefs of people [02],,,,,A printed picture of shards of Mayan stone pottery depicting reliefs of people.,Maya (culture or style),,,,,,,,,CE_B77_F4-Item7-001,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B77_F4-Item7-001.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B77_F4-Item7-001.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b77_f4-item7-001_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b77_f4-item7-001_th.jpg,jpg,B77,F4,F4-Item7-001
ce_b77_f4-item7-002,,The back of a printed picture,,,,,"The back of a printed picture labelled ""862"".",Maya (culture or style),,,,,,,,,CE_B77_F4-Item7-002,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B77_F4-Item7-002.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B77_F4-Item7-002.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b77_f4-item7-002_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b77_f4-item7-002_th.jpg,jpg,B77,F4,F4-Item7-002
ce_b77_f4-item8-001,,Shards of Mayan stone pottery depicting engravings of people and animals,,,,,A printed picture of shards of Mayan stone pottery depicting engravings of people and animals.,Maya (culture or style),,,,,,,,,CE_B77_F4-Item8-001,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B77_F4-Item8-001.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B77_F4-Item8-001.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b77_f4-item8-001_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b77_f4-item8-001_th.jpg,jpg,B77,F4,F4-Item8-001
ce_b77_f4-item8-002,,The back of a printed picture,,,,,"The back of a printed picture labelled ""888"".",Maya (culture or style),,,,,,,,,CE_B77_F4-Item8-002,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B77_F4-Item8-002.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B77_F4-Item8-002.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b77_f4-item8-002_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b77_f4-item8-002_th.jpg,jpg,B77,F4,F4-Item8-002
ce_b77_f4-item9-001,,Shards of Mayan stone pottery depicting reliefs of people [03],,,,,A printed picture of shards of Mayan stone pottery depicting reliefs of people.,Maya (culture or style),,,,,,,,,CE_B77_F4-Item9-001,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B77_F4-Item9-001.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B77_F4-Item9-001.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b77_f4-item9-001_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b77_f4-item9-001_th.jpg,jpg,B77,F4,F4-Item9-001
ce_b77_f4-item9-002,,The back of a printed picture,,,,,"The back of a printed picture labelled ""888"".",Maya (culture or style),,,,,,,,,CE_B77_F4-Item9-002,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B77_F4-Item9-002.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B77_F4-Item9-002.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b77_f4-item9-002_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b77_f4-item9-002_th.jpg,jpg,B77,F4,F4-Item9-002
ce_b78_f1-item1-001,,Evelyn Crabtree standing in front of a house,,,,,"A photo of Evelyn Crabtree standing on the deck of a house. It is snowy outside and there is a dog running through the snow. On the back of the image is a note stating the house is in Twin Falls, Idaho.",nature photography; residential structures,,,,,,,,,CE_B78_F1-Item1-001,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B78_F1-Item1-001.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B78_F1-Item1-001.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b78_f1-item1-001_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b78_f1-item1-001_th.jpg,jpg,B78,F1,F1-Item1-001
ce_b78_f1-item1-002,,A note describing the image from Ce.78.1.1.1,,,,,"The back of Ce.78.1.1.1 is a sticky note stating the house in the picture is in Twin Falls, Idaho.",nature photography; residential structures,,,,,,,,,CE_B78_F1-Item1-002,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,notes,Image;StillImage,image/jpeg,,archives,image,CE_B78_F1-Item1-002.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B78_F1-Item1-002.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b78_f1-item1-002_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b78_f1-item1-002_th.jpg,jpg,B78,F1,F1-Item1-002
ce_b78_f1-item10-001,,A child sitting next to a dog,,,,,A photo of a young child sitting outside in a field next to a dog. The dog is moving. There is a fence in the background.,anonymous people,,,,,,,,,CE_B78_F1-Item10-001,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B78_F1-Item10-001.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B78_F1-Item10-001.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b78_f1-item10-001_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b78_f1-item10-001_th.jpg,jpg,B78,F1,F1-Item10-001
ce_b78_f1-item11-001,,A headshot of Donald Crabtree,,,,,A photo of Donald Crabtree in a suit smiling for a headshot. He is wearing pins on his suit.,portraits,,,,,,,,,CE_B78_F1-Item11-001,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B78_F1-Item11-001.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B78_F1-Item11-001.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b78_f1-item11-001_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b78_f1-item11-001_th.jpg,jpg,B78,F1,F1-Item11-001
ce_b78_f1-item11-002,,Math written on the back of Ce.78.1.11.1,,,,,Math written on the back of the photo from Ce.78.1.11.1. The math is adding up the prices for the photos Crabtree likely bought.,documents (object genre),,,,,,,,,CE_B78_F1-Item11-002,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B78_F1-Item11-002.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B78_F1-Item11-002.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b78_f1-item11-002_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b78_f1-item11-002_th.jpg,jpg,B78,F1,F1-Item11-002
ce_b78_f1-item12-001,,A headshot of Donald Crabtree with a straight face,,,,,A photo of Donald Crabtree in a suit with a straight face sitting for a headshot. There are pins on his suit.,portraits,,,,,,,,,CE_B78_F1-Item12-001,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B78_F1-Item12-001.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B78_F1-Item12-001.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b78_f1-item12-001_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b78_f1-item12-001_th.jpg,jpg,B78,F1,F1-Item12-001
ce_b78_f1-item13-001,,Donald Crabtree sitting on stairs outside,,,,,"A photo of Donald Crabtree sitting on stairs outside a house. He is sitting next to foliage, and the side of the house is in the image.",residential structures; nature photography,,,,,,,,,CE_B78_F1-Item13-001,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B78_F1-Item13-001.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B78_F1-Item13-001.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b78_f1-item13-001_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b78_f1-item13-001_th.jpg,jpg,B78,F1,F1-Item13-001
ce_b78_f1-item13-002,,Note on the back of Ce.78.1.13.1,,,,,"A note written on the back of the image Ce.78.1.13.1. The note states that the image is of Donald Crabtree sitting outside ""their"" home in Naples, California.",residential structures; nature photography,,,,,,,,,CE_B78_F1-Item13-002,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B78_F1-Item13-002.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B78_F1-Item13-002.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b78_f1-item13-002_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b78_f1-item13-002_th.jpg,jpg,B78,F1,F1-Item13-002
ce_b78_f1-item14-001,,Evelyn Crabtree and a friend laughing,,,,,A photo of Evelyn Crabtree and another woman sitting together and laughing. There is a painting in the background on the wall.,interior; anonymous people,,,,,,,,,CE_B78_F1-Item14-001,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B78_F1-Item14-001.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B78_F1-Item14-001.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b78_f1-item14-001_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b78_f1-item14-001_th.jpg,jpg,B78,F1,F1-Item14-001
ce_b78_f1-item15-001,,A man sitting next to a lamp,,,,,A photo of a man in a dark room sitting next to a white lamp.,interior; anonymous people,,,,,,,,,CE_B78_F1-Item15-001,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B78_F1-Item15-001.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B78_F1-Item15-001.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b78_f1-item15-001_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b78_f1-item15-001_th.jpg,jpg,B78,F1,F1-Item15-001
ce_b78_f1-item16-001,,Three people sitting on a couch together,,,,,A photo of a man sitting in between two women on a couch. there are two painting on the wall above them.,interior; anonymous people,,,,,,,,,CE_B78_F1-Item16-001,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B78_F1-Item16-001.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B78_F1-Item16-001.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b78_f1-item16-001_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b78_f1-item16-001_th.jpg,jpg,B78,F1,F1-Item16-001
ce_b78_f1-item17-001,,A man sitting on a couch under a painting,,,,,"A photo of a man in glasses sitting sitting on a couch in front of a wall with a painting on it. This could be Donald Crabtree, but it is unclear as the photo is dark.",interior; anonymous people,,,,,,,,,CE_B78_F1-Item17-001,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B78_F1-Item17-001.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B78_F1-Item17-001.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b78_f1-item17-001_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b78_f1-item17-001_th.jpg,jpg,B78,F1,F1-Item17-001
ce_b78_f1-item18-001,,Two women in matching outfits,,1979-08-01,1979-08-01,yes,A photo of two women standing together outside in front of a field. They are wearing matching outfits and look to be twins.,anonymous people; nature photography,,,,,,,,,CE_B78_F1-Item18-001,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B78_F1-Item18-001.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B78_F1-Item18-001.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b78_f1-item18-001_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b78_f1-item18-001_th.jpg,jpg,B78,F1,F1-Item18-001
ce_b78_f1-item18-002,,Note on the back of Ce.78.1.18.2,,1979-08-01,1979-08-01,yes,A note written on the back of the image Ce.78.1.18.1. The note states the image is of Adel and Ada in August of 1979.,anonymous people; nature photography,,,,,,,,,CE_B78_F1-Item18-002,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B78_F1-Item18-002.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B78_F1-Item18-002.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b78_f1-item18-002_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b78_f1-item18-002_th.jpg,jpg,B78,F1,F1-Item18-002
ce_b78_f1-item19-001,,A baby,,,,,A photo of a baby sitting on a white surface. The baby is in a white striped outfit.,anonymous people,,,,,,,,,CE_B78_F1-Item19-001,N/A,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,CD,,photo,Image;StillImage,image/jpeg,,archives,image,CE_B78_F1-Item19-001.jpg,https://objects.lib.uidaho.edu/crabtree/CE_B78_F1-Item19-001.jpg,https://objects.lib.uidaho.edu/crabtree/small/ce_b78_f1-item19-001_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b78_f1-item19-001_th.jpg,jpg,B78,F1,F1-Item19-001
